log10(E/GeV),Zenith[deg],direction
2.6,100.735,up-going
3.08,126.269,up-going
2.84,129.66,up-going
3.09,137.633,up-going
4.68,63.632,down-going
2.92,93.988,up-going
3.02,84.083,down-going
3.05,108.809,up-going
5.03,66.067,down-going
4.77,19.549,down-going
2.74,162.18,up-going
2.95,92.476,up-going
5.1,57.082,down-going
2.98,119.0,up-going
2.6,168.367,up-going
4.62,56.872,down-going
3.46,115.13,up-going
4.05,73.233,down-going
4.3,71.758,down-going
3.92,81.285,down-going
3.33,114.763,up-going
3.03,98.385,up-going
5.79,49.788,down-going
2.82,94.079,up-going
2.76,161.983,up-going
3.54,103.11,up-going
2.88,99.186,up-going
2.91,153.226,up-going
4.86,60.577,down-going
3.01,141.905,up-going
3.02,90.593,up-going
2.64,114.36,up-going
2.74,142.859,up-going
3.05,124.028,up-going
2.96,91.216,up-going
2.8,93.229,up-going
5.17,10.347,down-going
5.33,61.659,down-going
4.18,76.247,down-going
2.95,104.983,up-going
3.02,118.915,up-going
5.32,29.045,down-going
3.33,115.252,up-going
5.07,30.463,down-going
2.96,104.106,up-going
3.14,93.168,up-going
4.71,26.596,down-going
3.16,94.299,up-going
5.26,28.468,down-going
3.08,95.616,up-going
3.07,98.608,up-going
3.0,95.787,up-going
2.69,123.7,up-going
2.97,135.784,up-going
2.8,112.269,up-going
3.82,76.566,down-going
2.8,107.037,up-going
5.53,25.228,down-going
2.74,107.958,up-going
3.2,130.733,up-going
4.88,32.624,down-going
2.96,140.815,up-going
4.71,67.48,down-going
4.7,69.119,down-going
2.86,138.61,up-going
3.16,121.405,up-going
4.92,32.169,down-going
2.95,94.629,up-going
3.16,86.845,down-going
2.99,90.641,up-going
3.38,109.508,up-going
3.14,96.813,up-going
3.08,92.135,up-going
2.61,131.741,up-going
4.17,74.991,down-going
3.23,137.328,up-going
3.06,134.085,up-going
3.55,88.808,down-going
2.95,91.265,up-going
2.95,100.121,up-going
2.99,95.862,up-going
3.42,157.532,up-going
2.92,125.181,up-going
5.06,62.67,down-going
2.76,136.341,up-going
3.06,123.937,up-going
2.89,159.168,up-going
4.6,66.832,down-going
3.1,111.014,up-going
5.76,48.129,down-going
3.13,95.744,up-going
2.75,148.78,up-going
4.04,73.989,down-going
2.98,99.657,up-going
2.84,148.346,up-going
5.2,41.424,down-going
2.96,105.158,up-going
5.07,20.636,down-going
2.97,103.939,up-going
3.12,90.412,up-going
4.3,26.275,down-going
2.84,103.993,up-going
3.18,88.711,down-going
2.82,110.0,up-going
4.72,60.72,down-going
2.96,100.378,up-going
2.89,101.989,up-going
3.32,113.73,up-going
2.73,130.563,up-going
2.73,174.804,up-going
2.98,113.908,up-going
2.79,140.018,up-going
4.91,21.78,down-going
3.01,134.759,up-going
2.58,91.708,up-going
4.76,27.289,down-going
4.68,14.932,down-going
4.86,35.423,down-going
3.05,95.882,up-going
3.38,145.841,up-going
4.92,27.501,down-going
2.75,111.084,up-going
2.91,108.687,up-going
4.77,60.214,down-going
2.8,101.455,up-going
2.92,90.828,up-going
3.31,84.654,down-going
2.92,106.485,up-going
2.59,136.238,up-going
2.87,133.679,up-going
2.89,124.066,up-going
4.2,73.554,down-going
3.52,83.354,down-going
2.91,163.204,up-going
2.84,119.252,up-going
4.93,18.156,down-going
2.51,136.11,up-going
2.74,95.558,up-going
3.08,142.196,up-going
4.89,15.56,down-going
2.76,107.664,up-going
4.9,15.601,down-going
2.9,103.312,up-going
5.1,61.39,down-going
2.86,108.077,up-going
3.22,107.992,up-going
5.1,24.783,down-going
2.57,166.201,up-going
5.34,52.648,down-going
2.84,104.342,up-going
2.76,126.659,up-going
5.58,52.188,down-going
2.97,95.645,up-going
2.88,138.214,up-going
2.7,158.816,up-going
3.15,109.886,up-going
3.8,81.715,down-going
2.94,91.677,up-going
2.94,94.52,up-going
4.0,79.779,down-going
2.79,147.685,up-going
4.71,16.853,down-going
5.21,37.631,down-going
3.02,126.824,up-going
2.63,142.768,up-going
4.89,65.873,down-going
5.16,45.164,down-going
3.06,120.251,up-going
3.1,153.162,up-going
2.96,154.013,up-going
2.85,112.246,up-going
3.42,125.188,up-going
2.81,126.746,up-going
3.09,126.559,up-going
3.22,93.874,up-going
2.87,136.607,up-going
3.1,96.862,up-going
3.01,96.059,up-going
3.05,97.911,up-going
2.86,113.384,up-going
3.09,97.235,up-going
2.86,112.564,up-going
2.86,101.61,up-going
5.31,40.027,down-going
2.85,149.926,up-going
2.77,106.675,up-going
2.76,133.187,up-going
4.22,68.598,down-going
2.96,113.879,up-going
3.0,145.939,up-going
3.09,116.061,up-going
3.1,89.907,down-going
2.55,103.165,up-going
3.36,94.142,up-going
2.85,100.568,up-going
4.49,10.718,down-going
3.15,128.176,up-going
2.94,114.102,up-going
2.89,106.706,up-going
2.96,95.214,up-going
2.95,89.517,down-going
3.25,155.769,up-going
2.86,91.025,up-going
5.34,28.762,down-going
4.93,19.06,down-going
3.13,122.423,up-going
3.22,118.498,up-going
2.91,161.847,up-going
3.18,100.894,up-going
4.07,77.723,down-going
2.88,120.005,up-going
3.2,104.048,up-going
3.22,124.272,up-going
2.7,99.412,up-going
2.95,132.783,up-going
3.34,138.605,up-going
5.47,40.984,down-going
2.83,108.944,up-going
3.28,105.754,up-going
2.86,92.757,up-going
2.91,119.106,up-going
4.47,75.621,down-going
5.32,39.451,down-going
2.88,118.302,up-going
2.95,86.999,down-going
2.85,121.638,up-going
2.65,149.403,up-going
4.96,33.443,down-going
4.89,21.716,down-going
2.86,126.097,up-going
3.04,130.483,up-going
3.03,114.76,up-going
2.9,115.146,up-going
3.14,99.839,up-going
2.75,145.543,up-going
2.92,107.543,up-going
5.01,56.512,down-going
5.28,40.278,down-going
3.45,140.315,up-going
3.58,81.961,down-going
2.76,114.676,up-going
5.98,48.953,down-going
2.75,127.65,up-going
4.87,46.766,down-going
4.39,70.637,down-going
2.75,117.049,up-going
3.65,85.936,down-going
2.89,122.957,up-going
4.84,57.491,down-going
2.84,124.941,up-going
3.81,85.39,down-going
5.38,41.333,down-going
2.93,147.061,up-going
2.93,103.729,up-going
3.65,83.371,down-going
3.01,95.0,up-going
4.58,41.274,down-going
2.61,137.11,up-going
5.41,51.601,down-going
3.01,83.671,down-going
2.85,115.843,up-going
2.96,136.483,up-going
3.01,140.919,up-going
2.75,87.486,down-going
2.93,107.926,up-going
4.61,70.83,down-going
2.9,104.041,up-going
5.3,57.439,down-going
5.24,28.153,down-going
3.35,111.495,up-going
5.36,35.966,down-going
5.42,37.452,down-going
5.09,41.274,down-going
4.58,56.399,down-going
2.82,115.143,up-going
3.96,77.574,down-going
2.99,98.05,up-going
5.16,46.423,down-going
3.37,126.461,up-going
3.06,97.088,up-going
3.46,91.624,up-going
4.5,74.976,down-going
3.31,137.709,up-going
2.97,132.032,up-going
3.02,95.963,up-going
5.22,44.674,down-going
4.59,66.978,down-going
3.01,113.366,up-going
3.19,113.339,up-going
2.84,106.784,up-going
5.46,49.389,down-going
2.95,83.952,down-going
5.08,55.196,down-going
4.3,68.809,down-going
2.83,97.252,up-going
2.79,134.691,up-going
4.47,5.951,down-going
2.85,92.545,up-going
4.6,69.906,down-going
2.89,99.019,up-going
3.03,128.335,up-going
2.82,102.348,up-going
3.18,92.911,up-going
5.06,39.908,down-going
2.66,126.951,up-going
2.88,129.487,up-going
2.91,101.958,up-going
3.11,116.582,up-going
5.26,36.093,down-going
2.89,111.722,up-going
2.81,115.281,up-going
5.11,45.599,down-going
5.15,37.59,down-going
2.92,145.29,up-going
2.91,96.329,up-going
5.16,23.164,down-going
3.18,140.665,up-going
2.81,136.721,up-going
2.96,94.892,up-going
2.51,124.708,up-going
4.89,26.961,down-going
3.0,152.477,up-going
4.83,70.034,down-going
3.05,96.225,up-going
2.97,108.493,up-going
3.19,105.353,up-going
2.85,102.403,up-going
3.04,131.114,up-going
3.45,95.183,up-going
3.07,136.331,up-going
2.9,149.356,up-going
2.9,91.688,up-going
5.27,61.978,down-going
2.94,90.854,up-going
2.97,92.597,up-going
3.13,130.003,up-going
3.07,116.603,up-going
3.04,90.712,up-going
2.71,104.191,up-going
4.49,63.735,down-going
2.74,98.66,up-going
2.63,101.719,up-going
2.81,89.183,down-going
3.17,108.316,up-going
3.47,91.55,up-going
3.35,93.359,up-going
3.19,125.252,up-going
5.04,49.879,down-going
2.9,108.18,up-going
3.21,111.913,up-going
2.9,87.09,down-going
3.26,87.571,down-going
2.84,148.457,up-going
4.78,68.908,down-going
3.01,121.832,up-going
3.09,109.206,up-going
3.18,108.376,up-going
2.99,129.947,up-going
2.7,94.114,up-going
3.0,96.386,up-going
2.93,116.139,up-going
4.27,64.579,down-going
2.84,123.419,up-going
2.81,96.396,up-going
2.93,141.801,up-going
2.74,108.832,up-going
4.26,75.15,down-going
4.15,47.421,down-going
3.11,101.114,up-going
2.97,94.138,up-going
3.52,108.832,up-going
5.36,40.267,down-going
3.22,126.238,up-going
4.85,42.846,down-going
2.73,110.488,up-going
2.91,155.016,up-going
3.08,107.045,up-going
4.83,33.164,down-going
3.08,115.112,up-going
2.93,107.458,up-going
3.0,127.548,up-going
2.91,142.896,up-going
4.86,54.164,down-going
2.93,107.822,up-going
2.99,136.079,up-going
3.3,98.112,up-going
3.34,117.486,up-going
4.26,72.852,down-going
2.92,161.02,up-going
3.06,88.495,down-going
2.93,147.863,up-going
4.96,35.144,down-going
2.85,112.54,up-going
5.77,57.681,down-going
4.0,79.998,down-going
3.1,93.573,up-going
3.05,89.198,down-going
2.66,92.362,up-going
3.28,126.321,up-going
3.08,125.879,up-going
3.24,93.932,up-going
3.25,103.517,up-going
5.11,57.602,down-going
4.75,71.036,down-going
2.85,123.542,up-going
2.87,97.132,up-going
4.44,69.153,down-going
2.99,92.887,up-going
3.13,115.513,up-going
3.3,93.03,up-going
5.19,63.478,down-going
4.55,79.256,down-going
4.68,75.346,down-going
5.07,53.21,down-going
2.96,129.792,up-going
3.57,81.659,down-going
4.72,24.056,down-going
2.76,99.109,up-going
2.79,110.37,up-going
2.91,138.655,up-going
5.09,43.302,down-going
4.61,72.878,down-going
2.84,102.01,up-going
2.99,99.118,up-going
3.08,128.714,up-going
3.11,120.131,up-going
5.19,32.532,down-going
4.59,22.966,down-going
2.96,102.23,up-going
3.04,89.965,down-going
2.76,150.449,up-going
2.96,128.016,up-going
4.68,43.09,down-going
3.05,114.106,up-going
4.62,18.075,down-going
2.97,122.841,up-going
2.83,101.292,up-going
3.04,107.035,up-going
5.07,24.229,down-going
4.81,63.795,down-going
5.16,57.179,down-going
4.4,34.797,down-going
3.09,145.785,up-going
5.12,52.974,down-going
3.04,93.77,up-going
2.9,122.679,up-going
3.29,142.163,up-going
2.96,92.948,up-going
2.92,105.98,up-going
5.15,25.214,down-going
2.91,99.758,up-going
4.54,47.668,down-going
2.73,119.243,up-going
2.8,142.759,up-going
2.98,131.92,up-going
4.27,75.349,down-going
2.98,119.227,up-going
3.32,154.533,up-going
5.58,47.184,down-going
2.77,93.699,up-going
2.84,112.429,up-going
5.3,62.329,down-going
3.35,114.508,up-going
5.8,48.348,down-going
4.39,11.169,down-going
3.51,83.676,down-going
3.1,167.513,up-going
3.05,92.62,up-going
5.3,58.497,down-going
5.04,65.295,down-going
2.87,122.703,up-going
4.7,84.266,down-going
3.37,140.367,up-going
4.58,19.33,down-going
3.0,88.186,down-going
2.87,155.391,up-going
5.04,31.507,down-going
3.12,104.916,up-going
4.73,69.463,down-going
3.39,96.249,up-going
2.26,155.116,up-going
2.98,85.526,down-going
2.6,166.625,up-going
2.94,136.326,up-going
2.73,103.151,up-going
2.95,126.665,up-going
2.79,104.357,up-going
2.79,138.608,up-going
4.78,67.779,down-going
4.74,23.272,down-going
4.57,39.604,down-going
2.95,122.73,up-going
2.89,138.677,up-going
2.9,86.826,down-going
3.06,138.629,up-going
2.73,121.076,up-going
2.75,93.614,up-going
2.84,123.835,up-going
4.31,46.711,down-going
2.8,150.599,up-going
2.97,126.422,up-going
2.89,96.141,up-going
3.03,96.929,up-going
2.86,89.723,down-going
2.98,102.198,up-going
3.02,120.567,up-going
3.25,94.404,up-going
3.01,126.303,up-going
3.36,159.226,up-going
5.01,64.523,down-going
2.92,151.147,up-going
3.42,167.062,up-going
3.33,124.466,up-going
5.24,38.622,down-going
3.01,147.799,up-going
2.94,112.593,up-going
2.88,91.958,up-going
3.31,131.63,up-going
2.7,117.038,up-going
4.67,46.409,down-going
2.82,139.275,up-going
2.86,119.064,up-going
5.72,22.135,down-going
4.39,72.094,down-going
3.23,87.802,down-going
3.07,97.532,up-going
2.88,110.066,up-going
5.09,46.636,down-going
3.02,103.817,up-going
5.59,38.081,down-going
2.98,100.338,up-going
3.63,101.493,up-going
3.25,82.468,down-going
2.92,118.712,up-going
2.91,137.544,up-going
4.98,51.927,down-going
4.65,70.996,down-going
2.82,101.56,up-going
4.96,68.987,down-going
4.66,38.175,down-going
5.35,34.753,down-going
5.28,60.517,down-going
4.36,73.517,down-going
2.8,97.634,up-going
2.99,115.92,up-going
2.83,140.117,up-going
2.99,87.493,down-going
2.91,115.748,up-going
3.3,109.242,up-going
3.1,123.169,up-going
2.92,97.304,up-going
3.04,126.896,up-going
3.03,99.905,up-going
2.97,95.237,up-going
5.07,21.919,down-going
5.09,65.167,down-going
3.52,87.912,down-going
2.98,101.619,up-going
2.79,99.486,up-going
5.55,58.354,down-going
3.32,134.682,up-going
2.88,115.594,up-going
2.96,115.815,up-going
4.93,66.79,down-going
5.07,17.906,down-going
3.58,97.26,up-going
3.19,98.946,up-going
2.9,147.987,up-going
4.13,78.357,down-going
4.06,79.374,down-going
2.81,107.22,up-going
3.38,105.956,up-going
3.77,112.672,up-going
2.9,114.932,up-going
2.9,112.546,up-going
2.98,101.915,up-going
3.62,98.343,up-going
4.85,29.524,down-going
4.4,16.976,down-going
2.76,100.581,up-going
3.33,100.348,up-going
3.09,149.75,up-going
2.86,95.878,up-going
2.8,96.776,up-going
2.85,100.936,up-going
4.2,50.17,down-going
2.65,111.549,up-going
2.74,106.611,up-going
3.74,82.443,down-going
2.7,136.668,up-going
2.97,160.412,up-going
5.05,36.541,down-going
3.27,99.242,up-going
2.79,111.462,up-going
2.76,133.198,up-going
2.7,88.761,down-going
2.88,92.914,up-going
4.5,60.051,down-going
3.0,123.774,up-going
5.19,55.763,down-going
3.14,118.208,up-going
2.87,118.682,up-going
5.71,42.948,down-going
3.07,133.672,up-going
2.95,167.484,up-going
5.98,30.861,down-going
4.59,55.042,down-going
3.36,87.441,down-going
3.41,107.112,up-going
3.04,128.935,up-going
4.97,20.942,down-going
3.11,148.791,up-going
2.95,88.373,down-going
3.22,114.908,up-going
4.75,38.974,down-going
3.07,118.358,up-going
2.68,99.03,up-going
5.18,66.559,down-going
2.48,170.292,up-going
4.09,70.744,down-going
2.73,87.413,down-going
2.86,110.218,up-going
3.01,145.673,up-going
2.95,109.072,up-going
3.06,87.582,down-going
2.9,96.828,up-going
6.0,39.777,down-going
3.04,95.526,up-going
2.99,97.626,up-going
3.1,163.712,up-going
3.19,90.968,up-going
4.34,73.898,down-going
4.86,60.172,down-going
2.94,118.065,up-going
3.04,96.822,up-going
3.21,90.358,up-going
4.91,32.462,down-going
2.87,144.864,up-going
2.95,113.491,up-going
4.99,33.159,down-going
2.95,102.765,up-going
2.97,111.049,up-going
5.89,45.9,down-going
3.19,86.663,down-going
4.78,43.261,down-going
2.68,101.27,up-going
5.64,46.771,down-going
3.07,114.422,up-going
3.28,96.749,up-going
2.77,141.489,up-going
3.07,94.627,up-going
2.93,128.174,up-going
5.21,52.083,down-going
2.96,127.458,up-going
5.35,45.106,down-going
3.57,78.779,down-going
4.57,67.96,down-going
2.92,91.751,up-going
3.03,93.58,up-going
2.86,89.674,down-going
2.98,94.577,up-going
2.78,97.132,up-going
3.02,121.827,up-going
3.42,88.267,down-going
3.47,95.596,up-going
2.82,85.076,down-going
2.84,90.174,up-going
4.7,20.018,down-going
2.95,129.393,up-going
5.21,43.917,down-going
3.2,94.546,up-going
2.94,96.799,up-going
2.9,103.252,up-going
5.22,53.604,down-going
2.97,102.141,up-going
4.59,66.55,down-going
2.92,104.79,up-going
3.04,134.813,up-going
2.96,131.803,up-going
2.89,101.323,up-going
4.48,77.729,down-going
2.65,120.962,up-going
3.1,90.255,up-going
3.07,99.142,up-going
4.55,52.662,down-going
2.75,144.739,up-going
3.27,139.001,up-going
2.59,151.856,up-going
3.9,80.498,down-going
2.95,89.433,down-going
2.99,117.245,up-going
2.93,125.185,up-going
4.56,52.951,down-going
3.03,99.968,up-going
4.76,47.988,down-going
2.9,93.631,up-going
4.28,72.639,down-going
2.8,119.409,up-going
3.02,99.278,up-going
4.24,73.018,down-going
2.97,108.564,up-going
2.82,135.182,up-going
2.87,141.867,up-going
2.97,90.048,up-going
2.9,121.374,up-going
4.6,76.034,down-going
2.97,112.406,up-going
4.21,78.838,down-going
3.1,109.9,up-going
2.86,112.423,up-going
2.88,94.92,up-going
4.74,74.273,down-going
5.47,58.131,down-going
3.0,94.705,up-going
2.98,121.279,up-going
2.87,122.659,up-going
2.99,164.286,up-going
5.32,55.284,down-going
3.37,98.828,up-going
2.9,112.398,up-going
4.55,69.645,down-going
3.1,108.329,up-going
2.7,112.739,up-going
5.3,44.186,down-going
4.12,35.757,down-going
2.94,98.02,up-going
3.0,115.458,up-going
2.84,137.157,up-going
2.85,110.997,up-going
4.64,70.264,down-going
2.78,91.982,up-going
3.19,139.526,up-going
2.99,136.752,up-going
3.07,115.569,up-going
3.67,94.762,up-going
3.07,139.024,up-going
2.88,102.418,up-going
3.33,113.714,up-going
2.96,149.464,up-going
2.87,107.227,up-going
3.09,166.129,up-going
4.59,43.98,down-going
3.05,91.756,up-going
2.81,139.702,up-going
4.16,123.943,up-going
3.02,96.171,up-going
3.68,82.436,down-going
2.98,152.159,up-going
3.05,90.722,up-going
2.89,97.801,up-going
2.79,131.328,up-going
4.3,73.259,down-going
5.59,50.313,down-going
3.81,81.876,down-going
5.08,48.434,down-going
2.69,164.0,up-going
3.0,108.678,up-going
3.22,158.523,up-going
3.36,130.279,up-going
4.69,11.379,down-going
3.02,131.507,up-going
2.94,130.762,up-going
2.77,113.518,up-going
3.29,89.876,down-going
3.22,122.843,up-going
3.75,81.103,down-going
2.92,129.796,up-going
2.81,124.108,up-going
5.1,37.33,down-going
2.96,98.014,up-going
2.75,95.297,up-going
2.65,105.374,up-going
3.08,113.485,up-going
3.15,148.112,up-going
3.19,173.029,up-going
4.82,7.479,down-going
2.99,101.404,up-going
2.71,111.516,up-going
3.1,99.927,up-going
5.66,31.481,down-going
2.89,89.689,down-going
3.06,126.52,up-going
3.14,133.506,up-going
2.86,123.747,up-going
2.89,107.279,up-going
4.97,55.577,down-going
3.84,77.084,down-going
4.63,28.583,down-going
4.44,68.955,down-going
2.47,119.533,up-going
3.69,82.256,down-going
2.95,125.606,up-going
3.19,94.068,up-going
2.58,155.392,up-going
3.31,131.738,up-going
3.36,88.589,down-going
4.85,47.872,down-going
2.67,134.173,up-going
2.78,109.641,up-going
2.91,93.24,up-going
3.43,89.21,down-going
2.82,109.715,up-going
3.38,106.178,up-going
2.7,132.806,up-going
3.92,80.302,down-going
2.55,160.581,up-going
2.91,93.128,up-going
2.88,104.252,up-going
5.51,27.631,down-going
5.58,63.404,down-going
2.88,117.849,up-going
2.91,147.938,up-going
3.26,97.871,up-going
4.64,33.023,down-going
3.05,118.656,up-going
2.5,159.716,up-going
5.27,24.04,down-going
3.09,89.283,down-going
2.76,110.2,up-going
5.23,52.263,down-going
4.76,67.032,down-going
2.85,92.93,up-going
3.33,88.768,down-going
2.76,143.196,up-going
2.92,103.467,up-going
4.93,31.974,down-going
3.77,91.405,up-going
3.14,91.064,up-going
2.87,102.803,up-going
5.13,59.102,down-going
3.22,97.946,up-going
2.98,93.627,up-going
3.11,148.123,up-going
3.08,90.691,up-going
4.72,15.635,down-going
3.04,95.141,up-going
2.71,161.85,up-going
5.3,31.862,down-going
2.8,122.144,up-going
2.89,96.236,up-going
2.84,98.656,up-going
5.25,48.918,down-going
2.88,102.407,up-going
2.97,104.567,up-going
2.89,131.96,up-going
2.94,99.979,up-going
2.8,127.884,up-going
3.58,107.23,up-going
2.88,98.328,up-going
5.6,44.393,down-going
3.02,139.894,up-going
3.04,86.677,down-going
2.94,142.131,up-going
2.92,114.321,up-going
6.45,54.556,down-going
3.13,89.198,down-going
3.08,96.616,up-going
3.0,94.713,up-going
5.56,57.348,down-going
3.15,126.276,up-going
4.32,71.952,down-going
2.79,132.302,up-going
4.62,69.802,down-going
5.59,46.314,down-going
3.54,88.732,down-going
2.95,104.12,up-going
2.76,90.504,up-going
3.19,120.11,up-going
3.15,85.305,down-going
2.53,97.484,up-going
2.93,97.585,up-going
2.77,127.299,up-going
4.77,65.253,down-going
2.99,135.898,up-going
3.06,108.901,up-going
2.97,91.353,up-going
2.64,141.887,up-going
3.25,115.274,up-going
5.18,54.728,down-going
3.18,105.918,up-going
4.97,27.16,down-going
5.13,45.113,down-going
2.91,120.633,up-going
4.65,62.311,down-going
